Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
569653,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-10 12:52:00,1.45,12451.0,Switzerland
499662,90111,,1,2010-01-03 15:18:00,0.0,,United Kingdom
545333,21508,VINTAGE KID DOLLY CARD ,1,2011-01-03 16:22:00,0.83,,United Kingdom
528954,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,,1.25,14156.0,EIRE
520526,22111,SCOTTIE DOG HOT WATER BOTTLE,6,,4.95,13889.0,United Kingdom
574143,22960,JAM MAKING SET WITH JARS,1,2011-03-11 11:27:00,4.25,18041.0,United Kingdom
512089,84673A,PINK FLY SWAT,1,,0.65,14573.0,United Kingdom
516566,21452,TOADSTOOL MONEY BOX,6,,2.95,12417.0,Belgium
580367,23174,REGENCY SUGAR BOWL GREEN,2,2011-02-12 16:39:00,8.29,,United Kingdom
564838,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,15,,1.63,,United Kingdom
560998,23322,LARGE WHITE HEART OF WICKER,6,,2.95,14243.0,United Kingdom
524148,21811,CHRISTMAS HANGING HEART WITH BELL,1,,1.25,14646.0,Netherlands
544678,72801C,4 ROSE PINK DINNER CANDLES,3,,1.25,13077.0,United Kingdom
527392,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,,0.85,14044.0,United Kingdom
552687,21876,POTTERING MUG,2,2011-10-05 15:09:00,3.29,,United Kingdom
574043,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,2011-02-11 13:13:00,0.39,16367.0,United Kingdom
548166,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,3,,7.46,,United Kingdom
499450,84978,HANGING HEART JAR T-LIGHT HOLDER,36,,1.06,14522.0,United Kingdom
575914,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-11 16:31:00,0.29,17071.0,United Kingdom
555115,20726,LUNCH BAG WOODLAND,5,,4.96,,United Kingdom
550477,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,,3.75,17338.0,United Kingdom
516954,20685,DOORMAT RED SPOT,1,,7.49,13137.0,United Kingdom
554491,85129D,BEADED CRYSTAL HEART PINK SMALL,1,,1.25,14606.0,United Kingdom
539243,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,,12.75,18116.0,United Kingdom
564356,23200,JUMBO BAG PEARS,10,,2.08,13969.0,United Kingdom
560555,21982,PACK OF 12 SUKI TISSUES ,7,,0.29,14178.0,United Kingdom
564057,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,,4.25,15296.0,United Kingdom
510228,22276,WASH BAG VINTAGE ROSE PAISLEY,1,,5.91,,United Kingdom
562935,21931,JUMBO STORAGE BAG SUKI,10,2011-10-08 17:11:00,2.08,14156.0,EIRE
543097,21398,RED POLKADOT COFFEE  MUG,1,2011-03-02 11:41:00,4.13,,United Kingdom
552662,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-10-05 15:04:00,3.29,,United Kingdom
532801,22151,PLACE SETTING WHITE HEART,24,,0.42,17802.0,United Kingdom
571475,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,,1.25,15033.0,United Kingdom
543291,22846,BREAD BIN DINER STYLE RED ,1,2011-07-02 10:50:00,16.95,14180.0,United Kingdom
510623,85099B,JUMBO BAG RED RETROSPOT,100,2010-02-06 11:11:00,1.65,17511.0,United Kingdom
513789,85217,ASSORTED ICE CREAM FRIDGE MAGNETS,12,,0.65,12485.0,Sweden
508758,37503,TEA TIME CAKE STAND IN GIFT BOX,2,,10.75,16884.0,United Kingdom
535676,72232,FENG SHUI PILLAR CANDLE,12,,0.19,15037.0,United Kingdom
563892,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,,3.25,16330.0,United Kingdom
536623,22974,CHILDRENS DOLLY GIRL MUG,12,2010-02-12 10:39:00,1.65,15601.0,United Kingdom
512527,22039,BOTANICAL LILY GIFT WRAP,25,,0.42,17448.0,United Kingdom
541848,22358,KINGS CHOICE TEA CADDY ,1,,2.95,17611.0,United Kingdom
503934,21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,2,2010-08-04 14:15:00,2.95,13611.0,United Kingdom
513019,21383,PACK OF 12 STICKY BUNNIES,2,,0.65,14593.0,United Kingdom
532143,21658,GLASS  BEURRE DISH,6,2010-11-11 11:44:00,3.95,16782.0,United Kingdom
557628,21731,RED TOADSTOOL LED NIGHT LIGHT,2,,1.65,15311.0,United Kingdom
573332,22487,WHITE WOOD GARDEN PLANT LADDER,4,,8.5,15059.0,United Kingdom
578827,23229,VINTAGE DONKEY TAIL GAME ,1,,7.46,,United Kingdom
552232,22918,HERB MARKER PARSLEY,1,2011-06-05 15:54:00,1.63,,United Kingdom
573358,23349,ROLL WRAP VINTAGE CHRISTMAS,12,,1.25,17213.0,United Kingdom
575176,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-08-11 18:29:00,1.63,,United Kingdom
567076,23355,HOT WATER BOTTLE KEEP CALM,4,,4.95,15505.0,United Kingdom
573068,22818,CARD CHRISTMAS VILLAGE,12,,0.42,17545.0,United Kingdom
557231,23206,LUNCH BAG APPLE DESIGN,2,,4.96,,United Kingdom
493395,47570,ENGLISH ROSE TABLE CLOTH,6,,10.65,12539.0,Spain
517976,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2010-03-08 14:18:00,1.25,14871.0,United Kingdom
508500,22429,ENAMEL MEASURING JUG CREAM,2,,4.25,15272.0,United Kingdom
502030,15060B,FAIRY CAKE DESIGN UMBRELLA,1,,8.47,,United Kingdom
505860,22423,REGENCY CAKESTAND 3 TIER,1,,25.49,,United Kingdom
577535,20756,GREEN FERN POCKET BOOK,1,,0.85,14071.0,United Kingdom
564150,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,,0.85,14936.0,Channel Islands
541809,22088,PAPER BUNTING COLOURED LACE,4,,4.13,,United Kingdom
531900,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2010-10-11 12:03:00,1.25,15031.0,United Kingdom
561968,15058B,PINK POLKADOT GARDEN PARASOL,2,2011-01-08 13:29:00,7.95,16332.0,United Kingdom
492929,21479,WHITE SKULL HOT WATER BOTTLE ,2,,3.75,16713.0,United Kingdom
546306,21462,"NURSERY A,B,C PAINTED LETTERS",1,2011-10-03 16:16:00,13.29,,United Kingdom
572810,21314,SMALL GLASS HEART TRINKET POT,8,,2.1,13644.0,United Kingdom
537823,82551,LAUNDRY 15C METAL SIGN,1,2010-08-12 14:25:00,2.51,,United Kingdom
541684,22962,JAM JAR WITH PINK LID,6,,0.85,15498.0,United Kingdom
580632,22150,3 STRIPEY MICE FELTCRAFT,3,2011-05-12 12:16:00,1.95,16360.0,United Kingdom
563614,23193,BUFFALO BILL TREASURE BOOK BOX,216,,1.95,12415.0,Australia
541658,85099F,JUMBO BAG STRAWBERRY,1,,1.95,15529.0,United Kingdom
503061,22496,SET OF 2 ROUND TINS DUTCH CHEESE,14,,6.95,,United Kingdom
572106,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,,0.85,15058.0,United Kingdom
546569,22654,DELUXE SEWING KIT ,3,,5.95,14016.0,EIRE
552514,23284,DOORMAT KEEP CALM AND COME IN,1,2011-09-05 16:30:00,15.79,,United Kingdom
522917,21936,RED RETROSPOT PICNIC BAG,5,,2.95,12425.0,Portugal
512419,85068,CREAM SWEETHEART SHELF + HOOKS,1,,7.95,15768.0,United Kingdom
555722,21289,LARGE STRIPES CHOCOLATE GIFT BAG,11,2011-06-06 16:06:00,1.25,,United Kingdom
550331,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,,1.65,15555.0,United Kingdom
550215,20735,BLACK MINI TAPE MEASURE ,1,,1.63,,United Kingdom
516447,21888,BINGO SET,4,,3.75,16129.0,United Kingdom
563730,22227,HANGING HEART MIRROR DECORATION ,24,,0.65,14221.0,United Kingdom
545906,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-08-03 09:23:00,1.25,15764.0,United Kingdom
545309,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,2011-01-03 13:40:00,6.95,13884.0,United Kingdom
560207,22607,WOODEN ROUNDERS GARDEN SET ,4,,9.95,15301.0,United Kingdom
492783,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,,2.57,,United Kingdom
547387,23049,RECYCLED ACAPULCO MAT RED,2,,8.25,12539.0,Spain
505883,22423,REGENCY CAKESTAND 3 TIER,16,,10.95,12471.0,Germany
503823,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2010-07-04 14:59:00,1.28,,United Kingdom
509118,22634,CHILDS BREAKFAST SET SPACEBOY ,6,,9.95,16303.0,United Kingdom
554956,22380,TOY TIDY SPACEBOY  ,1,,4.13,,United Kingdom
511012,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1,2010-04-06 15:00:00,2.51,,United Kingdom
506226,21896,POTTING SHED TWINE,6,,2.1,13047.0,United Kingdom
559641,22333,RETROSPOT PARTY BAG + STICKER SET,1,2011-11-07 12:31:00,1.65,13184.0,United Kingdom
573500,22339,CHRISTMAS TREE PAINTED ZINC ,6,,0.19,16931.0,United Kingdom
557067,21155,RED RETROSPOT PEG BAG,18,,2.55,13098.0,United Kingdom
496900,47583B,SET OF 3 WICKER BASKET TEA AND CAKE,1,2010-04-02 14:19:00,24.95,17138.0,United Kingdom
541592,84378,SET OF 3 HEART COOKIE CUTTERS,2,,2.46,,United Kingdom
527969,22367,CHILDRENS APRON SPACEBOY DESIGN,8,,1.95,13985.0,United Kingdom
580720,22768,FAMILY PHOTO FRAME CORNICE,1,2011-05-12 16:55:00,9.95,14629.0,United Kingdom
579711,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,1,,0.85,15060.0,United Kingdom
547921,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,,0.85,14766.0,United Kingdom
504542,47591D,PINK FAIRY CAKE CHILD'S APRON,50,,1.65,13694.0,United Kingdom
498757,22189,CREAM HEART CARD HOLDER,2,,3.95,14030.0,United Kingdom
561922,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-01-08 12:12:00,1.25,13167.0,United Kingdom
562779,22316,200 BENDY SKULL STRAWS,1,2011-09-08 12:58:00,1.25,17841.0,United Kingdom
529133,22792,FLUTED ANTIQUE CANDLE HOLDER,2,,1.66,,United Kingdom
581498,21843,RED RETROSPOT CAKE STAND,5,2011-09-12 10:26:00,20.79,,United Kingdom
574707,22751,FELTCRAFT PRINCESS OLIVIA DOLL,3,2011-06-11 14:08:00,3.75,17107.0,United Kingdom
570488,21873,IF YOU CAN'T STAND THE HEAT MUG,1,2011-10-10 17:12:00,3.29,14096.0,United Kingdom
525866,21930,JUMBO STORAGE BAG SKULLS,1,2010-07-10 13:28:00,1.95,17354.0,United Kingdom
578036,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,,2.55,16474.0,United Kingdom
500073,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-04-03 11:44:00,1.69,13047.0,United Kingdom
550616,71459,HANGING JAM JAR T-LIGHT HOLDER,96,,0.72,15140.0,United Kingdom
526585,21791,VINTAGE HEADS AND TAILS CARD GAME ,400,2010-12-10 11:52:00,1.06,12931.0,United Kingdom
514342,21911,GARDEN METAL SIGN ,12,2010-01-07 15:07:00,1.65,13408.0,United Kingdom
547962,22434,BALLOON PUMP WITH 10 BALLOONS,8,,1.95,12957.0,United Kingdom
561094,23290,SPACEBOY CHILDRENS BOWL,8,,1.25,12474.0,Germany
571732,23045,PAPER LANTERN 5 POINT STAR MOON ,4,,4.15,16298.0,United Kingdom
502664,21169,YOU'RE CONFUSING ME METAL SIGN ,12,,1.69,15722.0,United Kingdom
565129,23118,PARISIENNE JEWELLERY DRAWER ,4,2011-01-09 12:41:00,7.5,15719.0,United Kingdom
489695,22121,NOEL WOODEN BLOCK LETTERS ,3,2009-02-12 10:48:00,5.95,16202.0,United Kingdom
537886,22960,JAM MAKING SET WITH JARS,12,2010-09-12 09:49:00,3.75,15660.0,United Kingdom
497512,21121,SET/10 RED SPOTTY PARTY CANDLES,4,2010-10-02 12:26:00,1.25,17201.0,United Kingdom
548612,22521,CHILDS GARDEN TROWEL PINK,1,2011-01-04 11:34:00,0.85,13137.0,United Kingdom
576696,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,,0.39,16669.0,United Kingdom
529157,21439,BASKET OF TOADSTOOLS,2,,1.25,13969.0,United Kingdom
580983,22727,ALARM CLOCK BAKELIKE RED ,1,2011-06-12 16:26:00,7.46,,United Kingdom
499284,21544,SKULLS  WATER TRANSFER TATTOOS ,12,,0.85,14770.0,United Kingdom
557264,21136,PAINTED METAL PEARS ASSORTED,16,,1.69,13618.0,United Kingdom
523837,21754,HOME BUILDING BLOCK WORD,3,,5.95,15601.0,United Kingdom
577297,21815,STAR  T-LIGHT HOLDER ,1,,1.45,14593.0,United Kingdom
524218,POST,POSTAGE,3,,18.0,12759.0,Netherlands
534187,21143,ANTIQUE GLASS HEART DECORATION ,2,,1.95,16501.0,United Kingdom
559542,21179,NO JUNK MAIL METAL SIGN,5,2011-10-07 13:32:00,0.39,17126.0,United Kingdom
543909,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,,3.29,,United Kingdom
520334,22230,JIGSAW TREE WITH WATERING CAN,3,,0.85,16200.0,United Kingdom
580727,82001S,SILVER RECORD COVER FRAME,3,2011-05-12 17:17:00,7.46,14096.0,United Kingdom
578153,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,,4.95,12748.0,United Kingdom
575918,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-11-11 16:58:00,4.15,17191.0,United Kingdom
513663,71459,HANGING JAM JAR T-LIGHT HOLDER,12,,0.85,12935.0,United Kingdom
581173,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,3,2011-07-12 15:07:00,0.79,17870.0,United Kingdom
534364,22984,"CARD, GINGHAM ROSE ",12,,0.42,12681.0,France
536016,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,6,,4.25,17315.0,United Kingdom
532049,35400,WOODEN BOX ADVENT CALENDAR ,16,2010-10-11 14:12:00,7.95,16422.0,United Kingdom
515479,21718,RED METAL BEACH SPADE ,2,,2.51,,United Kingdom
536742,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2010-02-12 13:14:00,7.95,16916.0,United Kingdom
498114,21557,SET OF 6 FUNKY BEAKERS,2,,2.95,15311.0,United Kingdom
524022,21625,VINTAGE UNION JACK APRON,3,,6.95,13015.0,United Kingdom
537639,22734,amazon,30,2010-07-12 15:29:00,0.0,,United Kingdom
570685,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-11-10 16:25:00,3.75,13208.0,United Kingdom
501641,20828,GLITTER BUTTERFLY CLIPS,5,,2.55,13057.0,United Kingdom
574714,22896,PEG BAG APPLES DESIGN,3,2011-06-11 14:29:00,2.55,15427.0,United Kingdom
543736,21755,LOVE BUILDING BLOCK WORD,12,2011-11-02 12:36:00,5.95,15044.0,United Kingdom
541266,21754,HOME BUILDING BLOCK WORD,1,,5.95,15673.0,United Kingdom
517854,21240,BLUE  SPOTTY CUP,1,2010-02-08 13:48:00,1.66,,United Kingdom
562680,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,2011-08-08 13:46:00,1.65,17954.0,United Kingdom
525863,21832,CHOCOLATE CALCULATOR,80,2010-07-10 13:22:00,1.65,17354.0,United Kingdom
549771,21446,12 RED ROSE PEG PLACE SETTINGS,2,2011-12-04 11:43:00,1.25,14669.0,United Kingdom
537900,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,36,2010-09-12 10:45:00,2.55,15983.0,United Kingdom
579124,22197,POPCORN HOLDER,4,,0.85,15721.0,United Kingdom
526214,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2010-10-10 14:17:00,2.55,12749.0,United Kingdom
501281,21523,DOOR MAT FANCY FONT HOME SWEET HOME,2,,7.49,14911.0,EIRE
496290,84509G,FAIRY CAKE PLACEMATS ,1,,7.62,,United Kingdom
502619,22268,EASTER DECORATION SITTING BUNNY,1,,1.66,,United Kingdom
524965,22536,MAGIC DRAWING SLATE PURDEY,1,2010-01-10 14:07:00,0.42,17555.0,United Kingdom
556733,22059,CERAMIC STRAWBERRY DESIGN MUG,3,,1.49,16919.0,United Kingdom
547937,21792,CLASSIC FRENCH STYLE BASKET GREEN ,2,,6.75,15068.0,United Kingdom
558461,22917,HERB MARKER ROSEMARY,2,,0.65,13263.0,United Kingdom
508463,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,,1.65,13259.0,United Kingdom
544332,22266,EASTER DECORATION HANGING BUNNY,24,,0.65,17419.0,United Kingdom
494918,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,2,,1.69,,United Kingdom
525068,48194,DOORMAT HEARTS,2,2010-03-10 14:37:00,7.95,15579.0,United Kingdom
521795,20717,STRAWBERRY SHOPPER BAG,2,2010-08-09 13:57:00,2.51,,United Kingdom
577506,23266,SET OF 3 WOODEN STOCKING DECORATION,2,,1.25,13212.0,United Kingdom
498720,21917,SET 12 KIDS  WHITE CHALK STICKS,24,,0.42,15673.0,United Kingdom
544700,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,,1.25,18041.0,United Kingdom
569253,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-03-10 10:55:00,1.25,13635.0,United Kingdom
509668,22147,FELTCRAFT BUTTERFLY HEARTS,2,,1.45,14049.0,United Kingdom
565767,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-06-09 14:28:00,8.29,,United Kingdom
570818,21931,JUMBO STORAGE BAG SUKI,1,2011-12-10 12:47:00,2.08,17841.0,United Kingdom
540848,21206,STRAWBERRY HONEYCOMB  GARLAND ,3,2011-12-01 09:26:00,3.36,,United Kingdom
532964,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,,9.95,15493.0,United Kingdom
550630,17109D,FLOWER FAIRY INCENSE BOUQUET,36,,0.38,14298.0,United Kingdom
497390,79191C,RETRO PLASTIC ELEPHANT TRAY,12,2010-09-02 12:37:00,0.85,17731.0,United Kingdom
538367,20727,LUNCH BAG  BLACK SKULL.,10,2010-12-12 10:48:00,1.65,14800.0,United Kingdom
552037,22195,LARGE HEART MEASURING SPOONS,24,2011-05-05 19:48:00,1.65,13450.0,United Kingdom
554348,48187,DOORMAT NEW ENGLAND,2,,7.95,13523.0,United Kingdom
550477,21215,IVORY PAPER CUP CAKE CASES ,1,,0.55,17338.0,United Kingdom
581252,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-08-12 11:02:00,4.95,14129.0,United Kingdom
570129,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-07-10 13:34:00,2.08,12885.0,United Kingdom
502990,22366,DOOR MAT AIRMAIL ,1,,13.57,,United Kingdom
530422,22366,DOORMAT AIRMAIL ,1,2010-03-11 09:36:00,14.43,,United Kingdom
523175,20727,LUNCH BAG  BLACK SKULL.,1,,4.21,,United Kingdom
543166,22625,RED KITCHEN SCALES,2,2011-04-02 08:27:00,8.5,13488.0,United Kingdom
505209,21532,DAIRY MAID SUGAR JAM BOWL,1,,2.1,14081.0,United Kingdom
543300,22267,EASTER DECORATION EGG BUNNY ,5,2011-07-02 11:42:00,1.25,13334.0,United Kingdom
579768,23552,BICYCLE PUNCTURE REPAIR KIT ,12,,2.08,14911.0,EIRE
573373,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2,,1.95,14684.0,United Kingdom
564760,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,,3.29,,United Kingdom
572758,23344,JUMBO BAG 50'S CHRISTMAS ,5,,4.13,,United Kingdom
495504,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,,1.65,16795.0,United Kingdom
581023,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-07-12 10:35:00,4.13,,United Kingdom
504921,15060B,FAIRY CAKE DESIGN UMBRELLA,2,,8.47,,United Kingdom
560254,21981,PACK OF 12 WOODLAND TISSUES ,24,,0.29,16678.0,United Kingdom
560723,23122,PARTY CHARMS 50 PIECES,1,,0.83,16464.0,United Kingdom
500091,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,2010-04-03 12:06:00,4.21,,United Kingdom
491804,75149N,STRING CRYSTALS NATURAL,5,,1.25,15920.0,United Kingdom
491971,22153,ANGEL DECORATION STARS ON DRESS,11,,0.87,,United Kingdom
506579,22432,WATERING CAN PINK BUNNY,12,,1.95,12374.0,Austria
557468,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,,4.25,16713.0,United Kingdom
555631,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-06-06 12:06:00,2.95,18118.0,United Kingdom
581217,23322,LARGE WHITE HEART OF WICKER,1,2011-08-12 09:20:00,5.79,,United Kingdom
538126,22425,ENAMEL COLANDER CREAM,3,2010-09-12 15:50:00,4.95,17838.0,United Kingdom
580367,21705,BAG 500g SWIRLY MARBLES,1,2011-02-12 16:39:00,3.29,,United Kingdom
548610,21399,BLUE POLKADOT COFFEE MUG,6,2011-01-04 11:28:00,0.39,15860.0,United Kingdom
524087,21411,GINGHAM HEART  DOORSTOP RED,1,,8.47,,United Kingdom
570287,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-10-10 11:37:00,4.25,17425.0,United Kingdom
499400,79323W, WHITE CHERRY LIGHTS,4,,6.75,13889.0,United Kingdom
490741,21967,PACK OF 12 SKULL TISSUES,2,2009-07-12 17:56:00,0.83,,United Kingdom
553671,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,12,,2.1,13659.0,United Kingdom
545078,22189,CREAM HEART CARD HOLDER,1,,8.29,,United Kingdom
494666,21158,MOODY GIRL DOOR HANGER ,3,,1.45,13869.0,United Kingdom
553541,20711,JUMBO BAG TOYS ,3,,4.13,,United Kingdom
522620,84559B,3D SHEET OF CAT STICKERS,1,,1.69,,United Kingdom
521649,21244,BLUE  SPOTTY PLATE ,2,2010-07-09 13:28:00,1.69,14968.0,United Kingdom
495153,21257,VICTORIAN SEWING BOX MEDIUM,1,,7.95,14527.0,United Kingdom
499038,21837,CROSS STITCH ALPHABET CUSHION COVER,1,,5.95,15768.0,United Kingdom
523149,84949,SILVER HANGING T-LIGHT HOLDER,6,,1.65,17585.0,United Kingdom
527096,21175,GIN + TONIC DIET METAL SIGN,48,,1.85,13225.0,United Kingdom
504635,22417,PACK OF 60 SPACEBOY CAKE CASES,24,,0.55,15615.0,United Kingdom
565766,22174,PHOTO CUBE,1,2011-06-09 14:23:00,1.65,17841.0,United Kingdom
523004,22110,BIRD HOUSE HOT WATER BOTTLE,1,,2.55,13451.0,United Kingdom
494732,22111,SCOTTIE DOG HOT WATER BOTTLE,3,,4.95,16670.0,United Kingdom
553167,22549,PICTURE DOMINOES,4,,2.46,,United Kingdom
539595,22207,FRYING PAN UNION FLAG,1,,8.47,,United Kingdom
549667,22960,JAM MAKING SET WITH JARS,12,2011-11-04 12:20:00,3.75,14911.0,EIRE
529156,22786,PILLOWCUSHION COVER PINK UNION JACK,4,,5.95,16549.0,United Kingdom
569219,84247E,PACK OF 12 CHRISTMAS FUN CARDS,1,2011-02-10 13:01:00,2.95,13558.0,United Kingdom
497205,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,2010-07-02 11:57:00,2.55,17841.0,United Kingdom
559676,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-11-07 14:40:00,8.5,17340.0,United Kingdom
547821,23154,SET OF 4 JAM JAR MAGNETS,120,,1.85,12621.0,Germany
576137,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,,1.79,15482.0,United Kingdom
530927,22077,6 RIBBONS RUSTIC CHARM,3,2010-04-11 16:51:00,1.65,18181.0,United Kingdom
493260,21414,SCALLOP SHELL SOAP DISH,4,,4.3,,United Kingdom
545913,82599,FANNY'S REST STOPMETAL SIGN,12,2011-08-03 10:39:00,2.1,16779.0,United Kingdom
555284,23102,SILVER HEARTS TABLE DECORATION,24,2011-02-06 09:37:00,0.72,14298.0,United Kingdom
505495,82580,BATHROOM METAL SIGN,5,,0.55,16743.0,United Kingdom
552493,23184,BULL DOG BOTTLE OPENER,1,2011-09-05 16:21:00,10.79,,United Kingdom
558479,22606,WOODEN SKITTLES GARDEN SET,3,,15.95,17837.0,United Kingdom
547510,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,10,,2.95,15245.0,United Kingdom
516165,35969,FOLKART CROWN TABLE DECORATIONS,1,,1.65,13566.0,United Kingdom
577719,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,168,,3.29,16013.0,United Kingdom
558371,21154,RED RETROSPOT OVEN GLOVE ,9,,3.29,,United Kingdom
556205,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-06 13:37:00,4.95,15827.0,United Kingdom
511021,21131,GOLD STANDING GNOME,1,2010-04-06 16:13:00,8.47,,United Kingdom
568719,23355,HOT WATER BOTTLE KEEP CALM,1,,10.79,,United Kingdom
580599,23444,Next Day Carriage,1,2011-05-12 11:11:00,15.0,12925.0,United Kingdom
567099,23016,GLASS TWIST BON BON JAR,1,,7.85,15311.0,United Kingdom
512381,22380,TOY TIDY SPACEBOY  ,7,,2.1,16940.0,United Kingdom
522929,22113,GREY HEART HOT WATER BOTTLE,4,,3.75,15117.0,United Kingdom
573293,21181,adjustment,10,,0.0,,United Kingdom
498217,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,,0.29,17426.0,United Kingdom
493073,22143,CHRISTMAS CRAFT HEART DECORATIONS,5,,4.3,,United Kingdom
572030,21014,SWISS CHALET TREE DECORATION ,24,,0.29,14923.0,United Kingdom
530903,46000M,POLYESTER FILLER PAD 45x45cm,6,2010-04-11 15:23:00,1.55,13999.0,United Kingdom
546528,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,,1.06,15311.0,United Kingdom
489822,21482,MUSHROOM BLUE HOT WATER BOTTLE,1,2009-02-12 13:26:00,2.95,14204.0,United Kingdom
520678,22435,SET OF 9 HEART SHAPED BALLOONS,10,,1.25,15271.0,United Kingdom
502746,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,,5.06,,United Kingdom
566602,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,,3.29,,United Kingdom
534066,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3,,0.85,17920.0,United Kingdom
491506,37446,MINI CAKE STAND WITH HANGING CAKES,1,2009-11-12 12:21:00,1.45,16470.0,United Kingdom
522501,21215,IVORY PAPER CUP CAKE CASES ,2,,0.55,15039.0,United Kingdom
574856,22422,TOOTHPASTE TUBE PEN,2,2011-07-11 12:06:00,1.25,,United Kingdom
562772,23177,TREASURE ISLAND BOOK BOX,2,2011-09-08 12:07:00,2.25,13097.0,United Kingdom
491805,21121,SET/10 RED SPOTTY PARTY CANDLES,24,,1.25,12613.0,Germany
553710,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,3,,1.25,17338.0,United Kingdom
519730,22603,CHRISTMAS RETROSPOT TREE WOOD,1,,0.85,16549.0,United Kingdom
541969,21936,RED RETROSPOT PICNIC BAG,1,,5.79,,United Kingdom
494378,82583,HOT BATHS METAL SIGN,1,,4.21,,United Kingdom
545655,22202,MILK PAN PINK POLKADOT,1,2011-04-03 13:58:00,3.75,14670.0,United Kingdom
537823,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-08-12 14:25:00,5.91,,United Kingdom
559878,22767,TRIPLE PHOTO FRAME CORNICE ,1,,9.95,15493.0,United Kingdom
543022,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2011-02-02 14:37:00,1.25,16771.0,United Kingdom
